テーマＩＤ,問題ＩＤ,,タイトル,問題本文,解説,解答１,解答２,解答３,解答４,解答５,解答６,解答７,解答８,解答９,解答１０
1,103,1,主任技術者の監督範囲,*主任技術者の監督範囲*は次のとおり。!①*第１種電気主任技術者*は、*事業用電気工作物*の*工事、維持及び運用*!②*第２種電気主任技術者*は、*電圧{1}*の*事業用電気工作物*の*工事、維持及び運用*!③*第３種電気主任技術者*は、*電圧*{2}かつ発電所においては*出力*{3}の*事業用電気工作物*の*工事、維持及び運用*,電気事業法施行規則第56条（免状の種類による監督の範囲）より!ただし、①～③において*第１種ダム水路主任技術者*及び*第１種ボイラー・タービン主任技術者*の監督範囲は*除かれる*。,17万V未満/10万V未満/5万V未満/7万V未満,5万V未満/7万V未満/3万V未満/1万V未満,5¥000kW未満/2¥000kW未満/1¥000kW未満/500kW未満,,,,,,,
1,104,,電気事業法第４４条（1）,{1}は、*主任技術者免状*の*交付を受けている者*がこの*法律*又はこの*法律に基づく命令*の規定に*違反*したときは、{2}を*命ずることができる*。,電気事業法第44条（主任技術者免状）より,経済産業大臣/産業保安#監督部長/都道府県知事,主任技術者免状#の返納/業務改善方法#の報告/電気保安講習#の受講,,,,,,,,
1,106,,電気事業法第４４条（2）,*経済産業大臣*は、次の*いずれか*に該当する者に対しては*主任技術者免状*の*交付*を行わないことができる。!（A）*主任技術者免状*の*返納*を命ぜられ、その日から{1}を*経過しない者*。!（B）この*法律*又はこの*法律*に基づく*命令の規定に違反*し*罰金以上の刑*に処せられ、その*執行*を終わり、又は*執行*を受けることがなくなった日から{2}を*経過しない者*。,電気事業法第44条（主任技術者免状）より,1年/2年/3年/5年,2年/1年/3年/5年,,,,,,,,
1,107,,保安管理業務外部委託承認,*電気工作物*の*保安管理業務*の*委託契約*がされているものであって{1}として*主務大臣*の*承認*を受けた事業場について、*電気主任技術者*を*選任*しないことができる。,電気事業法施行規則第52条（主任技術者の選任等）より!ただし、*電圧*、*発電所出力*等により外部委託可能な基準が規定される。,保安上支障#がないもの/重大な改修事項#がないもの/安全性が#高いもの/主任技術者の#選任が難しい,,,,,,,,,
1,108,,外部委託承認の基準（1）,#*水力発電所*、*風力発電所*、*火力発電所*、*太陽電池発電所*において*電圧*{1}で*連系*等をする*出力*{2}の*発電所*は、*保安管理業務*を*外部委託*することで*電気主任技術者*を*選任*しないことができる。,電気事業法施行規則第52条（主任技術者の選任等）より!ただし、*保安上支障がない*として*主務大臣*の*承認*を受けた事業場に限る。,7¥000V以下/600V以下/5万V以下/17万V以下,2¥000kW未満/1¥000kW未満/500kW未満/5¥000kW未満,,,,,,,,
1,109,,外部委託承認の基準（2）,*水力発電所*、*風力発電所*、*火力発電所*、*太陽電池発電所**以外*の*発電所*において、*電圧*{1}で*連系*等をする*出力*{2}の*発電所*は*保安管理業務*を*外部委託*することで*電気主任技術者*を*選任*しないことができる。,電気事業法施行規則第52条（主任技術者の選任等）より!ただし、*保安上支障がない*として*主務大臣*の*承認*を受けた事業場に限る。,7¥000V以下/600V以下/5万V以下/17万V以下,1¥000kW未満/500kW未満/5¥000kW未満/2¥000kW未満,,,,,,,,
1,110,,外部委託承認の基準（3）,*電圧*{1}で*受電*する*需要設備*は*保安管理業務*を*外部委託*することで*電気主任技術者*を*選任*しないことができる。,電気事業法施行規則第52条（主任技術者の選任等）より!ただし、*保安上支障がない*として*主務大臣*の*承認*を受けた事業場に限る。,7¥000V以下/600V以下/5万V以下/17万V以下,,,,,,,,,
1,111,,外部委託承認の基準（4）,*電圧*{1}の*配電線路*は*保安管理業務*を*外部委託*することで*電気主任技術者*を*選任*しないことができる。,電気事業法施行規則第52条（主任技術者の選任等）より!ただし、*保安上支障がない*として*主務大臣*の*承認*を受けた事業場に限る。,600V以下/7¥000V以下/300V以下/3¥000V以下,,,,,,,,,
1,112,,主任技術者の兼任,*事業用電気工作物を設置する者*は、*主任技術者*に{1}*の事業場*又は*設備*の*主任技術者*を兼ねさせてはならない。,電気事業法施行規則第52条（主任技術者の選任等）より!ただし、*保安上支障がない*と認められる場合であって、*主務大臣*の*承認*を受けた場合は、この限りでない。,2以上/4以上/6以上/8以上,,,,,,,,,
1,113,,工事計画の認可を要する工事（1）,*事業用電気工作物*の*工事*であって、*{1}の確保上*、*特に重要*なものとして*主務省令*で定めるものをしようとする者は、その*工事*の*計画*について*主務大臣*の*認可*を受けなければならない。,電気事業法第47条より!*電圧が高く*、*容量等が大規模*である変電所、送電線路等が対象。,公共の安全/作業員の安全/施工品質,,,,,,,,,
1,114,,工事計画の認可を要する工事（2）,*電気事業法第47条*の規定により*工事計画の認可*を受けて工事をする*事業用電気工作物*であって、*公共の安全*の確保上、特に重要なものとして*主務省令*で定めるものは、その工事について{1}、これに*合格*した後でなければ、これを*使用*してはならない。,電気事業法第49条（使用前検査）より,主務大臣の#検査を受け/自主検査を行い,,,,,,,,,
1,115,1,工事計画の届出を要する工事（1）,*事業用電気工作物*の*工事*であって、*主務省令*で定めるものをしようとする者は、その*工事*の*計画*を*主務大臣*に*届け出*なければならない。!また、{1}から{2}を*経過した後*でなければ、その届出に係る*工事*を*開始*してはならない。,電気事業法第48条より!認可が必要となるほど電圧が高くなく、容量等の規模が比較的小さい設備が対象。,その届出が#受理された日/その届出を#提出した日/その届出を#作成した日,30日/60日/2か月/1か月,,,,,,,,
1,116,,工事計画の届出を要する工事（2）,*受電電圧{1}*の*需要設備*の*設置工事*は*工事計画*の*事前届出*を*要する*。,電気事業法施行規則 別表第２より,10¥000V以上/7¥000V以上/50¥000V以上/70¥000V以上,,,,,,,,,
1,117,,工事計画の届出を要する工事（3）,*他の者*が*設置*する*電気工作物*と*電気的*に*接続*するための*電圧*{1}の*遮断器*の*設置*、*取替*、{2}の{3}の*変更*を伴う*改造の工事*は*工事計画*の*事前届出*を*要する*。,電気事業法施行規則 別表第２より,10¥000V以上/7¥000V以上/50¥000V以上/30¥000V以上,20％以上/30％以上/10％以上/50％以上,遮断電流/定格電圧/定格電流,,,,,,,
1,118,,工事計画の届出を要する工事（4）,*電圧*{1}であって*容量*{2}の*変圧器*の*設置*、*取替*、{3}の{4}の*変更*を伴う*改造の工事*は*工事計画*の*事前届出*を*要する*。,電気事業法施行規則 別表第２より,10¥000V以上/7¥000V以上/50¥000V以上/30¥000V以上,10¥000kVA以上/5¥000kVA以上/2¥500kVA以上/20¥000kVA以上,20％以上/15％以上/10％以上/25％以上,容量/定格電圧/変圧比,,,,,,
1,119,,工事計画の届出を要する工事（5）,*出力*{1}の*太陽電池発電所*の*設置工事*は*工事計画*の*事前届出*を*要する*。,電気事業法施行規則 別表第２より,2¥000kW以上/500kW以上/50kW以上/1¥000kW以上,,,,,,,,,
1,120,,工事計画の届出を要する工事（6）,*出力*{1}の*風力発電所*の*設置工事*は*工事計画*の*事前届出*を*要する*。,電気事業法施行規則 別表第２より,500kW以上/1¥500kW以上/1¥000kW以上/2¥000kW以上,,,,,,,,,
1,121,,工事計画の届出を要する工事（7）,*出力*{1}の*燃料電池発電所*の*設置工事*は*工事計画*の*事前届出*を*要する*。,電気事業法施行規則 別表第２より,500kW以上/300kW以上/1¥000kW以上/2¥000kW以上,,,,,,,,,
1,122,,工事計画の届出を要する工事（8）,電気事業法第48条の規定により*工事計画の届出*をして工事をする*事業用電気工作物*であって、*主務省令*で定めるものを設置する者は、*主務省令*で定めるところにより、その{1}に、当該事業用電気工作物について{2}を行い、その結果を記録し、これを保存しなければならない。!なお、この検査を{3}という。,電気事業法第51条（使用前安全管理検査）より,使用の開始前/工事の完了後/使用の開始後/工事の完了前,自主検査/自己確認/安全管理審査,使用前自主検査/使用前自己確認/事業者自主検査/事業者自己確認,,,,,,,
